,Shareholding in CCASS,Shares Percentage,Stock Name,Stock code
230,"                                329,356,000                            ",                                15.68%                            ,                                SINOPEC OILFIELD SERVICE CORPORATION                            ,                                 1033                            
231,"                                7,283,500                            ",                                0.26%                            ,                                CK INFRASTRUCTURE HOLDINGS LIMITED                            ,                                 1038                            
232,"                                5,750,581                            ",                                0.46%                            ,                                HENGAN INTERNATIONAL GROUP COMPANY LIMITED                            ,                                 1044                            
233,"                                4,426,000                            ",                                0.26%                            ,                                YUEXIU TRANSPORT INFRASTRUCTURE LIMITED                            ,                                 1052                            
234,"                                79,490,000                            ",                                14.76%                            ,                                CHONGQING IRON & STEEL COMPANY LIMITED                            ,                                 1053                            
235,"                                519,073,097                            ",                                16.92%                            ,                                CHINA SOUTHERN AIRLINES COMPANY LIMITED                            ,                                 1055                            
236,"                                9,626,000                            ",                                4.44%                            ,                                ZHEJIANG SHIBAO COMPANY LIMITED                            ,                                 1057                            
237,"                                1,576,491,100                            ",                                6.20%                            ,                                ALIBABA PICTURES GROUP LIMITED                            ,                                 1060                            
238,"                                49,982,200                            ",                                14.69%                            ,                                TIANJIN CAPITAL ENVIRONMENTAL PROTECTION GROUP COMPANY LIMITED                            ,                                 1065                            
239,"                                23,952,000                            ",                                1.26%                            ,                                SHANDONG WEIGAO GROUP MEDICAL POLYMER COMPANY LIMITED                            ,                                 1066                            
240,"                                25,248,000                            ",                                1.38%                            ,                                CHINA YURUN FOOD GROUP LIMITED                            ,                                 1068                            
241,"                                6,385,000                            ",                                0.36%                            ,                                TCL MULTIMEDIA TECHNOLOGY HOLDINGS LIMITED                            ,                                 1070                            
242,"                                416,864,000                            ",                                24.27%                            ,                                HUADIAN POWER INTERNATIONAL CORPORATION LIMITED                            ,                                 1071                            
243,"                                72,219,610                            ",                                21.23%                            ,                                DONGFANG ELECTRIC CORPORATION LIMITED                            ,                                 1072                            
244,"                                758,760,000                            ",                                0.53%                            ,                                IMPERIAL PACIFIC INTERNATIONAL HOLDINGS LIMITED                            ,                                 1076                            
245,"                                8,494,085                            ",                                0.29%                            ,                                TOWNGAS CHINA COMPANY LIMITED                            ,                                 1083                            
246,"                                308,484,006                            ",                                9.07%                            ,                                CHINA SHENHUA ENERGY COMPANY LIMITED                            ,                                 1088                            
247,"                                349,410,290                            ",                                5.58%                            ,                                CSPC PHARMACEUTICAL GROUP LIMITED                            ,                                 1093                            
248,"                                1,240,525                            ",                                0.01%                            ,                                I-CABLE COMMUNICATIONS LIMITED                            ,                                 1097                            
249,"                                8,028,000                            ",                                1.07%                            ,                                ROAD KING INFRASTRUCTURE LIMITED                            ,                                 1098                            
250,"                                45,490,668                            ",                                3.81%                            ,                                SINOPHARM GROUP CO. LTD.                            ,                                 1099                            
251,"                                53,894,000                            ",                                21.55%                            ,                                LUOYANG GLASS COMPANY LIMITED                            ,                                 1108                            
252,"                                126,943,993                            ",                                1.82%                            ,                                CHINA RESOURCES LAND LIMITED                            ,                                 1109                            
253,"                                1,372,500                            ",                                0.21%                            ,                                CHONG HING BANK LIMITED                            ,                                 1111                            
254,"                                61,879,404                            ",                                9.73%                            ,                                HELATH AND HAPPINESS (H&H;) INTERNATIONAL HOLDINGS LIMITED                            ,                                 1112                            
255,"                                7,474,398                            ",                                0.20%                            ,                                CK ASSET HOLDINGS LIMITED                            ,                                 1113                            
256,"                                127,321,344                            ",                                2.52%                            ,                                BRILLIANCE CHINA AUTOMOTIVE HOLDINGS LIMITED                            ,                                 1114                            
257,"                                87,929,000                            ",                                3.42%                            ,                                TIBET WATER RESOURCES LTD.                            ,                                 1115                            
258,"                                129,912,000                            ",                                2.11%                            ,                                CHINA MODERN DAIRY HOLDINGS LTD.                            ,                                 1117                            
259,"                                66,701,200                            ",                                1.27%                            ,"                                WYNN MACAU, LIMITED                            ",                                 1128                            
260,"                                1,361,000                            ",                                0.02%                            ,                                TCC INTERNATIONAL HOLDINGS LIMITED                            ,                                 1136                            
261,"                                99,592,000                            ",                                7.67%                            ,"                                COSCO SHIPPING ENERGY TRANSPORTATION CO., LTD.                            ",                                 1138                            
262,"                                385,110,000                            ",                                0.84%                            ,                                CMBC CAPITAL HOLDINGS LIMITED                            ,                                 1141                            
263,"                                75,690,322                            ",                                5.45%                            ,"                                ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY CO., LTD.                            ",                                 1157                            
264,"                                419,666,000                            ",                                9.72%                            ,                                SHUNFENG INTERNATIONAL CLEAN ENERGY LIMITED                            ,                                 1165                            
265,"                                8,805,558                            ",                                0.31%                            ,"                                HAIER ELECTRONICS GROUP CO., LTD.                            ",                                 1169                            
266,"                                152,785,500                            ",                                7.82%                            ,                                YANZHOU COAL MINING COMPANY LIMITED                            ,                                 1171                            
267,"                                187,371,956                            ",                                2.51%                            ,                                SINO BIOPHARMACEUTICAL LIMITED                            ,                                 1177                            
268,"                                72,928,777                            ",                                3.50%                            ,                                CHINA RAILWAY CONSTRUCTION CORPORATION LIMITED                            ,                                 1186                            
269,"                                187,948,000                            ",                                0.92%                            ,                                HYBRID KINETIC GROUP LIMITED                            ,                                 1188                            
270,"                                4,997,000                            ",                                0.21%                            ,                                CHINA RESOURCES GAS GROUP LIMITED                            ,                                 1193                            
271,"                                19,614,000                            ",                                1.70%                            ,                                REALORD GROUP HOLDINGS LIMITED                            ,                                 1196                            
272,"                                11,774,978                            ",                                0.37%                            ,                                COSCO SHIPPING PORTS LIMITED                            ,                                 1199                            
273,"                                169,474,100                            ",                                2.15%                            ,                                CITIC RESOURCES HOLDINGS LIMITED                            ,                                 1205                            
274,"                                177,122,000                            ",                                2.22%                            ,                                MMG LIMITED                            ,                                 1208                            
275,"                                18,550,297                            ",                                2.02%                            ,                                BYD COMPANY LIMITED                            ,                                 1211                            
276,"                                246,500                            ",                                0.01%                            ,                                LIFESTYLE INTERNATIONAL HOLDINGS LIMITED                            ,                                 1212                            
277,"                                53,157,000                            ",                                1.11%                            ,                                YASHILI INTERNATIONAL HOLDINGS LTD                            ,                                 1230                            
278,"                                27,767,000                            ",                                2.29%                            ,                                CHINA LILANG LIMITED                            ,                                 1234                            
279,"                                48,048,000                            ",                                2.26%                            ,                                NATIONAL AGRICULTURAL HOLDINGS LIMITED                            ,                                 1236                            
280,"                                33,122,000                            ",                                0.82%                            ,                                POWERLONG REAL ESTATE HOLDINGS LIMITED                            ,                                 1238                            
281,"                                1,231,580,000                            ",                                1.93%                            ,                                BEIJING ENTERPRISES CLEAN ENERGY GROUP LIMITED                            ,                                 1250                            
282,"                                16,916,000                            ",                                0.50%                            ,                                CHINA GREENLAND BROAD GREENSTATE GROUP COMPANY LIMITED                            ,                                 1253                            
283,"                                6,714,000                            ",                                0.32%                            ,                                CHINA EVERBRIGHT GREENTECH LIMITED                            ,                                 1257                            
284,"                                1,830,296,000                            ",                                8.25%                            ,                                CHINA GOLDJOY GROUP LIMITED                            ,                                 1282                            
285,"                                2,121,922,000                            ",                                6.89%                            ,                                AGRICULTURAL BANK OF CHINA LIMITED                            ,                                 1288                            
286,"                                162,320,394                            ",                                5.71%                            ,                                GRAND BAOXIN AUTO GROUP LIMITED                            ,                                 1293                            
287,"                                26,534,940                            ",                                0.21%                            ,                                AIA GROUP LIMITED                            ,                                 1299                            
288,"                                270,564,000                            ",                                6.24%                            ,                                LIFETECH SCIENTIFIC CORPORATION                            ,                                 1302                            
289,"                                15,632,000                            ",                                0.58%                            ,                                SITC INTERNATIONAL HOLDINGS COMPANY LIMITED                            ,                                 1308                            
290,"                                173,500                            ",                                0.01%                            ,                                HKBN LTD.                            ,                                 1310                            
291,"                                33,982,000                            ",                                0.51%                            ,                                CHINA RESOURCES CEMENT HOLDINGS LIMITED                            ,                                 1313                            
292,"                                689,684,000                            ",                                11.48%                            ,                                VISION FAME INTERNATIONAL HOLDING LIMITED                            ,                                 1315                            
293,"                                27,800,000                            ",                                1.10%                            ,                                NEXTEER AUTOMOTIVE GROUP LIMITED                            ,                                 1316                            
294,"                                106,392,000                            ",                                7.71%                            ,                                CHINA MAPLE LEAF EDUCATIONAL SYSTEMS LIMITED                            ,                                 1317                            
295,"                                255,068,000                            ",                                4.67%                            ,                                CHINA ZHONGWANG HOLDINGS LIMITED                            ,                                 1333                            
296,"                                315,207,553                            ",                                30.47%                            ,                                NEW CHINA LIFE INSURANCE COMPANY LTD.                            ,                                 1336                            
297,"                                770,149,000                            ",                                8.82%                            ,"                                PEOPLE'S INSURANCE COMPANY (GROUP) OF CHINA LIMITED, THE                            ",                                 1339                            
298,"                                24,833,000                            ",                                2.39%                            ,                                HUA HONG SEMICONDUCTOR LIMITED                            ,                                 1347                            
299,"                                189,712,100                            ","
","                                MEITU, INC.                            ",                                 1357                            
300,"                                1,434,567,337                            ",                                10.56%                            ,"                                CHINA CINDA ASSET MANAGEMENT CO., LTD.                            ",                                 1359                            
301,"                                27,523,000                            ",                                1.33%                            ,                                361 DEGREES INTERNATIONAL LIMITED                            ,                                 1361                            
302,"                                206,334,000                            ",                                3.25%                            ,                                CT ENVIRONMENTAL GROUP LIMITED                            ,                                 1363                            
303,"                                23,099,000                            ",                                1.04%                            ,                                XTEP INTERNATIONAL HOLDINGS LIMITED                            ,                                 1368                            
304,"                                43,772,000                            ",                                3.49%                            ,"                                CENTRAL CHINA SECURITIES CO., LTD.                            ",                                 1375                            
305,"                                628,904,063                            ",                                8.65%                            ,                                CHINA HONGQIAO GROUP LIMITED                            ,                                 1378                            
306,"                                19,178,000                            ",                                0.78%                            ,                                CANVEST ENVIRONMENTAL PROTECTION GROUP COMPANY LIMITED                            ,                                 1381                            
307,"                                4,077,000                            ",                                0.27%                            ,                                PACIFIC TEXTILES HOLDINGS LIMITED                            ,                                 1382                            
308,"                                2,445,509,501                            ",                                5.55%                            ,                                RENHE COMMERCIAL HOLDINGS COMPANY LIMITED                            ,                                 1387                            
309,"                                9,516,558,429                            ",                                10.96%                            ,                                INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED                            ,                                 1398                            
310,"                                164,042,000                            ",                                2.57%                            ,                                CHINA SHENGMU ORGANIC MILK LIMITED                            ,                                 1432                            
311,"                                58,539,000                            ",                                2.72%                            ,                                FU SHOU YUAN INTERNATIONAL GROUP LIMITED                            ,                                 1448                            
312,"                                146,564,500                            ",                                6.14%                            ,                                ZHOU HEI YA INTERNATIONAL HOLDINGS COMPANY LIMITED                            ,                                 1458                            
313,"                                14,648,000                            ",                                1.33%                            ,                                Q TECHNOLOGY (GROUP) COMPANY LIMITED                            ,                                 1478                            
314,"                                296,091,000                            ",                                4.43%                            ,                                CHINA REINSURANCE (GROUP) CORPORATION                            ,                                 1508                            
315,"                                13,611,770                            ",                                7.19%                            ,                                LIVZON PHARMACEUTICAL GROUP INC.                            ,                                 1513                            
316,"                                28,423,000                            ",                                2.18%                            ,                                CHINA RESOURCES PHOENIX HEALTHCARE HOLDINGS COMPANY LIMITED                            ,                                 1515                            
317,"                                68,917,800                            ",                                6.48%                            ,                                RED STAR MACALLINE GROUP CORPORATION LTD.                            ,                                 1528                            
318,"                                146,826,718                            ",                                5.77%                            ,                                3SBIO INC.                            ,                                 1530                            
319,"                                75,668,000                            ",                                4.37%                            ,                                GENSCRIPT BIOTECH CORPORATION                            ,                                 1548                            
320,"                                913,000                            ",                                0.05%                            ,"                                GUANGZHOU RURAL COMMERCIAL BANK CO., LTD                            ",                                 1551                            
321,"                                89,080,000                            ",                                2.21%                            ,                                MINSHENG EDUCATION GROUP COMPANY LIMITED                            ,                                 1569                            
322,"                                78,500                            ",                                0.00%                            ,"                                BANK OF TIANJIN CO., LTD.                            ",                                 1578                            
323,"                                54,500                            ",                                0.01%                            ,                                QINQIN FOODSTUFFS GROUP (CAYMAN) COMPANY LIMITED                            ,                                 1583                            
324,"                                41,820,000                            ",                                1.39%                            ,                                YADEA GROUP HOLDINGS LTD.                            ,                                 1585                            
325,"                                784,000                            ",                                0.02%                            ,"                                CHINA DEVELOPMENT BANK FINANCIAL LEASING CO., LTD.                            ",                                 1606                            
326,"                                2,560,000                            ",                                0.10%                            ,                                VPOWER GROUP INTERNATIONAL HOLDINGS LIMITED                            ,                                 1608                            
327,"                                43,016,000                            ",                                1.10%                            ,                                COFCO MEAT HOLDINGS LIMITED                            ,                                 1610                            
328,"                                320,938,000                            ",                                11.17%                            ,                                METALLURGICAL CORPORATION OF CHINA LTD.                            ,                                 1618                            
329,"                                193,880,000                            ",                                0.78%                            ,                                TIANHE CHEMICALS GROUP LIMITED                            ,                                 1619                            
330,"                                9,222,000                            ",                                0.25%                            ,                                REDCO PROPERTIES GROUP LIMITED                            ,                                 1622                            
331,"                                32,887,000                            ",                                0.78%                            ,                                YUZHOU PROPERTIES COMPANY LIMITED                            ,                                 1628                            
332,"                                51,529,000                            ",                                9.64%                            ,"                                SHANGHAI DAZHONG PUBLIC UTILITIES (GROUP) CO., LTD.                            ",                                 1635                            
333,"                                35,332,000                            ",                                1.43%                            ,                                CHINA METAL RESOURCES UTILIZATION LIMITED                            ,                                 1636                            
334,"                                111,132,000                            ",                                1.83%                            ,                                KAISA GROUP HOLDINGS LTD.                            ,                                 1638                            
335,"                                90,172,000                            ",                                0.44%                            ,"                                POSTAL SAVINGS BANK OF CHINA CO., LTD.                            ",                                 1658                            
336,"                                8,866,000                            ",                                0.55%                            ,                                WISDOM SPORTS GROUP                            ,                                 1661                            
337,"                                49,301,000                            ",                                7.84%                            ,                                TONG REN TANG TECHNOLOGIES CO LTD                            ,                                 1666                            
338,"                                821,508,000                            ",                                10.25%                            ,                                CHINA SOUTH CITY HOLDINGS LIMITED                            ,                                 1668                            
339,"                                248,512,000                            ",                                3.96%                            ,                                MACAU LEGEND DEVELOPMENT LIMITED                            ,                                 1680                            
340,"                                3,252,000                            ",                                0.42%                            ,                                BOER POWER HOLDINGS LIMITED                            ,                                 1685                            
341,"                                102,132,500                            ",                                4.60%                            ,                                CHINA ZHENGTONG AUTO SERVICES HOLDINGS LIMITED                            ,                                 1728                            
342,"                                399,911,120                            ",                                9.14%                            ,                                CRRC CORPORATION LIMITED                            ,                                 1766                            
343,"                                47,571,924                            ",                                2.79%                            ,"                                GF SECURITIES CO., LTD.                            ",                                 1776                            
344,"                                44,823,000                            ",                                0.77%                            ,"                                FANTASIA HOLDINGS GROUP CO., LIMITED                            ",                                 1777                            
345,"                                75,787,000                            ",                                7.61%                            ,"                                COLOUR LIFE SERVICES GROUP CO., LIMITED                            ",                                 1778                            
346,"                                183,239,000                            ",                                2.61%                            ,                                GUOTAI JUNAN INTERNATIONAL HOLDINGS LIMITED                            ,                                 1788                            
347,"                                137,704,509                            ",                                3.10%                            ,                                CHINA COMMUNICATIONS CONSTRUCTION COMPANY LIMITED                            ,                                 1800                            
348,"                                137,196,000                            ",                                3.19%                            ,"                                CGN NEW ENERGY HOLDINGS CO., LTD.                            ",                                 1811                            
349,"                                45,110,000                            ",                                12.80%                            ,                                SHANDONG CHENMING PAPER HOLDINGS LIMITED                            ,                                 1812                            
350,"                                137,690,385                            ",                                4.35%                            ,                                KWG PROPERTY HOLDING LIMITED                            ,                                 1813                            
351,"                                1,203,643,000                            ",                                10.77%                            ,"                                CGN POWER CO., LTD                            ",                                 1816                            
352,"                                19,406,000                            ",                                1.84%                            ,                                ZHAOJIN MINING INDUSTRY COMPANY LIMITED                            ,                                 1818                            
353,"                                21,455,950                            ",                                1.15%                            ,                                DAH CHONG HONG HOLDINGS LIMITED                            ,                                 1828                            
354,"                                770,000                            ",                                0.08%                            ,                                CHINA MACHINERY ENGINEERING CORPORATION                            ,                                 1829                            
355,"                                15,000                            ",                                0.00%                            ,                                STELLA INTERNATIONAL HOLDINGS LIMITED                            ,                                 1836                            
356,"                                15,413,000                            ",                                2.27%                            ,                                CHINA AIRCRAFT LEASING GROUP HOLDINGS LIMITED                            ,                                 1848                            
357,"                                7,613,000                            ",                                0.47%                            ,                                HAITIAN INTERNATIONAL HOLDINGS LIMITED                            ,                                 1882                            
358,"                                30,566,000                            ",                                0.86%                            ,                                CITIC TELECOM INTERNATIONAL HOLDINGS LIMITED                            ,                                 1883                            
359,"                                86,582,000                            ",                                3.24%                            ,                                CHINA HUIYUAN JUICE GROUP LIMITED                            ,                                 1886                            
360,"                                11,055,577                            ",                                0.35%                            ,                                KINGBOARD LAMINATES HOLDINGS LIMITED                            ,                                 1888                            
361,"                                270,411,307                            ",                                6.57%                            ,                                CHINA COAL ENERGY COMPANY LIMITED                            ,                                 1898                            
362,"                                999,758,341                            ",                                24.13%                            ,                                SUNAC CHINA HOLDINGS LIMITED                            ,                                 1918                            
363,"                                266,657,000                            ",                                10.32%                            ,"                                COSCO SHIPPING HOLDINGS CO., LTD.                            ",                                 1919                            
364,"                                30,404,200                            ",                                0.36%                            ,                                SANDS CHINA LTD.                            ,                                 1928                            
365,"                                12,272,600                            ",                                0.11%                            ,                                CHOW TAI FOOK JEWELLERY GROUP LIMITED                            ,                                 1929                            
366,"                                179,577,500                            ",                                8.54%                            ,                                BAIC MOTOR CORPORATION LIMITED                            ,                                 1958                            
367,"                                43,225,000                            ",                                2.73%                            ,"                                BANK OF CHONGQING CO., LTD.                            ",                                 1963                            
368,"                                91,794,000                            ",                                2.40%                            ,                                CHINA SCE PROPERTY HOLDINGS LIMITED                            ,                                 1966                            
369,"                                4,659,800                            ",                                1.30%                            ,"                                IMAX CHINA HOLDING, INC.                            ",                                 1970                            
370,"                                2,077,600                            ",                                0.03%                            ,                                SWIRE PROPERTIES LIMITED                            ,                                 1972                            
371,"                                42,025,372                            ",                                3.29%                            ,                                TIAN GE INTERACTIVE HOLDINGS LIMITED                            ,                                 1980                            
372,"                                595,601,500                            ",                                8.58%                            ,"                                CHINA MINSHENG BANKING CORP., LTD.                            ",                                 1988                            
373,"                                267,937,579                            ",                                7.02%                            ,                                MAN WAH HOLDINGS LIMITED                            ,                                 1999                            
374,"                                135,702,000                            ",                                4.76%                            ,                                SSY GROUP LIMITED                            ,                                 2005                            
375,"                                252,243,691                            ",                                1.17%                            ,                                COUNTRY GARDEN HOLDINGS COMPANY LIMITED                            ,                                 2007                            
376,"                                238,432,000                            ",                                4.77%                            ,                                PHOENIX SATELLITE TELEVISION HOLDINGS LIMITED                            ,                                 2008                            
377,"                                228,149,500                            ",                                9.75%                            ,                                BBMG CORPORATION                            ,                                 2009                            
378,"                                328,000                            ",                                0.00%                            ,"                                CHINA ZHESHANG BANK CO., LTD.                            ",                                 2016                            
379,"                                40,338,660                            ",                                3.29%                            ,                                AAC TECHNOLOGIES HOLDINGS INC.                            ,                                 2018                            
380,"                                49,479,500                            ",                                1.84%                            ,                                ANTA SPORTS PRODUCTS LIMITED                            ,                                 2020                            
381,"                                40,206,000                            ",                                0.50%                            ,                                FIH MOBILE LIMITED                            ,                                 2038                            
382,"                                16,348,800                            ",                                0.95%                            ,"                                CHINA INTERNATIONAL MARINE CONTAINERS (GROUP) CO., LTD.                            ",                                 2039                            
383,"                                1,655,000                            ",                                0.10%                            ,"                                SHENGJING BANK CO., LTD.                            ",                                 2066                            
384,"                                233,788,000                            ",                                2.01%                            ,                                ZALL GROUP LTD.                            ,                                 2098                            
385,"                                2,764,000                            ",                                0.26%                            ,                                BEST PACIFIC INTERNATIONAL HOLDINGS LIMITED                            ,                                 2111                            
386,"                                32,805,000                            ",                                1.05%                            ,                                CHINA LESSO GROUP HOLDINGS LIMITED                            ,                                 2128                            
387,"                                493,500                            ",                                0.03%                            ,                                LIFESTYLE CHINA GROUP LIMITED                            ,                                 2136                            
388,"                                435,742,500                            ",                                13.11%                            ,                                LUYE PHARMA GROUP LTD.                            ,                                 2186                            
389,"                                71,577,149                            ",                                14.78%                            ,"                                SHANGHAI FOSUN PHARMACEUTICAL (GROUP) CO., LTD.                            ",                                 2196                            
390,"                                7,657,000                            ",                                0.62%                            ,                                REGINA MIRACLE INTERNATIONAL (HOLDINGS) LIMITED                            ,                                 2199                            
391,"                                81,006,333                            ",                                6.16%                            ,"                                CHINA VANKE CO., LTD.                            ",                                 2202                            
392,"                                160,285,420                            ",                                24.65%                            ,"                                XINJIANG GOLDWIND SCIENCE & TECHNOLOGY CO., LTD.                            ",                                 2208                            
393,"                                17,944,000                            ",                                0.33%                            ,                                WEST CHINA CEMENT LIMITED                            ,                                 2233                            
394,"                                489,011,023                            ",                                22.08%                            ,"                                GUANGZHOU AUTOMOBILE GROUP CO., LTD.                            ",                                 2238                            
395,"                                19,585,000                            ",                                0.48%                            ,                                HAICHANG OCEAN PARK HOLDINGS LTD.                            ,                                 2255                            
396,"                                1,718,500                            ",                                0.14%                            ,                                WUXI BIOLOGICS (CAYMAN) INC.                            ,                                 2269                            
397,"                                9,448,500                            ",                                0.94%                            ,"                                HC INTERNATIONAL, INC.                            ",                                 2280                            
398,"                                29,639,533                            ",                                0.77%                            ,                                MGM CHINA HOLDINGS LIMITED                            ,                                 2282                            
399,"                                38,623,000                            ",                                1.79%                            ,                                COSMO LADY (CHINA) HOLDINGS COMPANY LIMITED                            ,                                 2298                            
400,"                                28,731,538                            ",                                1.90%                            ,                                SHENZHOU INTERNATIONAL GROUP HOLDINGS LIMITED                            ,                                 2313                            
401,"                                45,373,000                            ",                                1.00%                            ,                                LEE & MAN PAPER MANUFACTURING LIMITED                            ,                                 2314                            
402,"                                175,143,904                            ",                                2.34%                            ,"                                PING AN INSURANCE (GROUP) COMPANY OF CHINA, LTD.                            ",                                 2318                            
403,"                                65,319,244                            ",                                1.66%                            ,                                CHINA MENGNIU DAIRY COMPANY LIMITED                            ,                                 2319                            
404,"                                67,580,000                            ",                                0.31%                            ,                                BEP INTERNATIONAL HOLDINGS LIMITED                            ,                                 2326                            
405,"                                366,464,100                            ",                                7.96%                            ,                                PICC PROPERTY AND CASUALTY COMPANY LIMITED                            ,                                 2328                            
406,"                                137,102,000                            ",                                3.07%                            ,                                GUORUI PROPERTIES LIMITED                            ,                                 2329                            
407,"                                12,797,500                            ",                                0.58%                            ,                                LI NING COMPANY LIMITED                            ,                                 2331                            
408,"                                815,281,380                            ",                                26.30%                            ,                                GREAT WALL MOTOR COMPANY LIMITED                            ,                                 2333                            
409,"                                8,722,482                            ",                                0.44%                            ,"                                WEICHAI POWER CO., LTD.                            ",                                 2338                            
410,"                                37,154,000                            ",                                0.84%                            ,                                PACIFIC BASIN SHIPPING LIMITED                            ,                                 2343                            
411,"                                968,000                            ",                                0.06%                            ,                                DAH SING BANKING GROUP LIMITED                            ,                                 2356                            
412,"                                180,010,000                            ",                                7.63%                            ,                                AVICHINA INDUSTRY & TECHNOLOGY COMPANY LIMITED                            ,                                 2357                            
413,"                                107,916,000                            ",                                2.14%                            ,                                COOLPAD GROUP LIMITED                            ,                                 2369                            
414,"                                540,050,000                            ",                                7.34%                            ,                                CHINA POWER INTERNATIONAL DEVELOPMENT LIMITED                            ,                                 2380                            
415,"                                41,225,291                            ",                                3.74%                            ,                                SUNNY OPTICAL TECHNOLOGY (GROUP) COMPANY LIMITED                            ,                                 2382                            
416,"                                14,824,500                            ",                                1.01%                            ,"                                SINOPEC ENGINEERING (GROUP) CO., LTD.                            ",                                 2386                            
417,"                                25,390,000                            ",                                0.23%                            ,                                BOC HONG KONG (HOLDINGS) LIMITED                            ,                                 2388                            
418,"                                20,781,800                            ",                                2.98%                            ,                                BOC AVIATION LIMITED                            ,                                 2588                            
419,"                                295,598,000                            ",                                7.49%                            ,                                ALUMINUM CORPORATION OF CHINA LIMITED                            ,                                 2600                            
420,"                                220,138,564                            ",                                7.92%                            ,                                CHINA PACIFIC INSURANCE (GROUP) CO. LTD.                            ,                                 2601                            
421,"                                76,854,792                            ",                                10.02%                            ,"                                SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.                            ",                                 2607                            
422,"                                38,834,000                            ",                                3.23%                            ,"                                GUOTAI JUNAN SECURITIES CO., LTD.                            ",                                 2611                            
423,"                                131,005,317                            ",                                1.75%                            ,                                CHINA LIFE INSURANCE COMPANY LIMITED                            ,                                 2628                            
424,"                                180,265,500                            ",                                10.50%                            ,                                UNIVERSAL MEDICAL FINANCIAL & TECHNICAL ADVISORY SERVICES COMPANY LIMITED                            ,                                 2666                            
425,"                                38,031                            ",                                0.00%                            ,                                CHINA OVERSEAS PROPERTY HOLDINGS LIMITED                            ,                                 2669                            
426,"                                6,093,000                            ",                                0.66%                            ,                                TEXHONG TEXTILE GROUP LIMITED                            ,                                 2678                            
427,"                                2,626,985                            ",                                0.24%                            ,                                ENN ENERGY HOLDINGS LIMITED                            ,                                 2688                            
428,"                                83,295,671                            ",                                1.78%                            ,                                NINE DRAGONS PAPER (HOLDINGS) LIMITED                            ,                                 2689                            
429,"                                615,985,000                            ",                                20.71%                            ,                                SHANGHAI ELECTRIC GROUP COMPANY LIMITED                            ,                                 2727                            
430,"                                10,112,000                            ",                                0.45%                            ,                                JIAYUAN INTERNATIONAL GROUP LIMITED                            ,                                 2768                            
431,"                                61,342,600                            ",                                6.03%                            ,"                                GUANGZHOU R&F; PROPERTIES CO., LTD.                            ",                                 2777                            
432,"                                369,717,000                            ",                                1.47%                            ,"                                CHINA HUARONG ASSET MANAGEMENT CO., LTD.                            ",                                 2799                            
433,"                                498,201,000                            ",                                13.27%                            ,"                                COSCO SHIPPING DEVELOPMENT CO., LTD.                            ",                                 2866                            
434,"                                220,794,000                            ",                                7.94%                            ,                                GREENTOWN SERVICE GROUP CO. LTD.                            ,                                 2869                            
435,"                                29,996,000                            ",                                3.62%                            ,                                CHINA SHINEWAY PHARMACEUTICAL GROUP LIMITED                            ,                                 2877                            
436,"                                1,137,898,000                            ",                                22.04%                            ,                                DALIAN PORT (PDA) COMPANY LIMITED                            ,                                 2880                            
437,"                                155,549,699                            ",                                8.58%                            ,                                CHINA OILFIELD SERVICES LIMITED                            ,                                 2883                            
438,"                                781,050                            ",                                0.02%                            ,                                STANDARD CHARTERED PLC                            ,                                 2888                            
439,"                                1,218,794,000                            ",                                21.23%                            ,"                                ZIJIN MINING GROUP CO., LTD.                            ",                                 2899                            
440,"                                15,908,500                            ",                                1.17%                            ,                                RONSHINE CHINA HOLDINGS LIMITED                            ,                                 3301                            
441,"                                123,566,000                            ",                                7.37%                            ,                                GOLDEN EAGLE RETAIL GROUP LIMITED                            ,                                 3308                            
442,"                                19,931,305                            ",                                0.39%                            ,                                CHINA STATE CONSTRUCTION INTERNATIONAL HOLDINGS LIMITED                            ,                                 3311                            
443,"                                87,665,500                            ",                                1.39%                            ,                                CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED                            ,                                 3320                            
444,"                                336,491,988                            ",                                11.68%                            ,                                CHINA NATIONAL BUILDING MATERIAL COMPANY LIMITED                            ,                                 3323                            
445,"                                737,259,724                            ",                                2.10%                            ,"                                BANK OF COMMUNICATIONS CO., LTD.                            ",                                 3328                            
446,"                                652,000                            ",                                0.02%                            ,                                BOCOM INTERNATIONAL HOLDINGS COMPANY LIMITED                            ,                                 3329                            
447,"                                1,061,000                            ",                                0.08%                            ,                                VINDA INTERNATIONAL HOLDINGS LIMITED                            ,                                 3331                            
448,"                                251,217,419                            ",                                1.90%                            ,                                CHINA EVERGRANDE GROUP                            ,                                 3333                            
449,"                                6,634,000                            ",                                0.15%                            ,                                LONKING HOLDINGS LIMITED                            ,                                 3339                            
450,"                                44,470,000                            ",                                1.11%                            ,                                FAR EAST HORIZON LIMITED                            ,                                 3360                            
451,"                                6,475,500                            ",                                0.24%                            ,                                PARKSON RETAIL GROUP LIMITED                            ,                                 3368                            
452,"                                27,824,000                            ",                                3.34%                            ,"                                QINHUANGDAO PORT CO., LTD.                            ",                                 3369                            
453,"                                107,472,000                            ",                                1.42%                            ,                                SINO-OCEAN GROUP HOLDING LIMITED                            ,                                 3377                            
